Individual	Family	Age	Start	Start_lat	End	End_lat	Weight	Instar	Instar_edit																										
SS 5.2	5	27	S	S	S	S	357.737	5	as																										
SS 5.2	5	P	S	S	S	S	269.863	P	P																										
SG 1.1	1	1	S	S	G	R	0.227	i	i																										
SG 1.1	1	2	S	S	G	R	0.411	i	i																										
SG 1.1	1	3	S	S	G	R	0.503	i	i																										
SG 1.1	1	4	S	S	G	R	0.617	i	i																										
SG 1.1	1	5	S	S	G	R	1.187	i	i																										
SG 1.1	1	6	S	S	G	R	NA	i	i																										
SG 1.1	1	7	S	S	G	R	1.135	i	i																										
SG 1.1	1	8	S	S	G	R	1.82	i	i																										
SG 1.1	1	9	S	S	G	R	2.861	i	i																										
SG 1.1	1	10	S	S	G	R	3.736	i	i																										
SG 1.1	1	11	S	S	G	R	4.307	i	i																										
SG 1.1	1	12	S	S	G	R	4.051	i	i																										
SG 1.1	1	13	S	S	G	R	4.663	i	i																										
SG 1.1	1	14	S	S	G	R	NA	i	i																										
SG 1.1	1	15	S	S	G	R	NA	i	i																										
SG 1.1	1	16	S	S	G	R	20.94	i	i																										
SG 1.1	1	17	S	S	G	R	NA	i	i																										
SG 1.1	1	18	S	S	G	R	29.94	i	i																										
SG 1.1	1	19	S	S	G	R	NA	i	i																										
SG 1.1	1	20	S	S	G	R	64.842	i	i																										
SG 1.1	1	21	S	S	G	R	NA	i	i																										
SG 1.1	1	22	S	S	G	R	NA	i	i																										
SG 1.1	1	23	S	S	G	R	85.473	5	i5																										
SG 1.1	1	24	S	S	G	R	NA	5	as																										
SG 1.1	1	25	S	S	G	R	184.575 	5	as																										
SG 1.1	1	26	S	S	G	R	NA	5	as																										
SG 1.1	1	27	S	S	G	R	NA	5	as																										
SG 1.1	1	28	S	S	G	R	299.666	5	as																										
SG 1.1	1	29	S	S	G	R	not	5	as																										
SG 1.1	1	30	S	S	G	R	not	5	as																										
SG 1.1	1	P	S	S	G	R	268.376	P	P																										
SG 2.1	2	1	S	S	G	R	0.207	i	i																										
SG 2.1	2	2	S	S	G	R	0.299	i	i																										
SG 2.1	2	3	S	S	G	R	0.346	i	i																										
SG 2.1	2	4	S	S	G	R	0.394	i	i																										
SG 2.1	2	5	S	S	G	R	NA	i	i																										
SG 2.1	2	6	S	S	G	R	0.435	i	i																										
SG 2.1	2	7	S	S	G	R	0.65	i	i																										
SG 2.1	2	8	S	S	G	R	0.745	i	i																										
SG 2.1	2	9	S	S	G	R	1.191	i	i																										
SG 2.1	2	10	S	S	G	R	1.195	i	i																										
SG 2.1	2	11	S	S	G	R	1.26	i	i																										
SG 2.1	2	12	S	S	G	R	1.837	i	i																										
SG 2.1	2	13	S	S	G	R	NA	i	i																										
SG 2.1	2	14	S	S	G	R	NA	i	i																										
SG 2.1	2	15	S	S	G	R	5.395	i	i																										
SG 2.1	2	16	S	S	G	R	NA	i	i																										
SG 2.1	2	17	S	S	G	R	12.94	i	i																										
SG 2.1	2	18	S	S	G	R	NA	i	i																										
SG 2.1	2	19	S	S	G	R	24.091	i	i																										
SG 2.1	2	20	S	S	G	R	NA	i	i																										
SG 2.1	2	21	S	S	G	R	NA	i	i																										
SG 2.1	2	22	S	S	G	R	47.597	i	i																										
SG 2.1	2	23	S	S	G	R	NA	i	i																										
SG 2.1	2	24	S	S	G	R	101.662	i	i																										
SG 2.1	2	25	S	S	G	R	NA	i	i																										
SG 2.1	2	26	S	S	G	R	NA	i	i																										
SG 2.1	2	27	S	S	G	R	132.499	5	i5																										
SG 2.1	2	28	S	S	G	R	not	5	i																										
SG 2.1	2	29	S	S	G	R	345.57	5	i																										
SG 2.1	2	30	S	S	G	R	not	5	i																										
SG 2.1	2	31	S	S	G	R	391.077	5	i																										
SG 2.1	2	32	S	S	G	R	NA	5	i																										
SG 2.1	2	33	S	S	G	R	NA	5	i																										
SG 2.1	2	34	S	S	G	R	430.218	5	i																										
SG 2.1	2	P	S	S	G	R	368.25	P	P																										
SG 2.2	2	1	S	S	G	R	0.246	i	i																										
SG 2.2	2	2	S	S	G	R	0.447	i	i																										
SG 2.2	2	3	S	S	G	R	0.778	i	i																										
SG 2.2	2	4	S	S	G	R	NA	i	i																										
SG 2.2	2	5	S	S	G	R	0.88	i	i																										
SG 2.2	2	6	S	S	G	R	0.868	i	i																										
SG 2.2	2	7	S	S	G	R	0.891	i	i																										
SG 2.2	2	8	S	S	G	R	1.679	i	i																										
SG 2.2	2	9	S	S	G	R	1.605	i	i																										
SG 2.2	2	10	S	S	G	R	2.152	i	i																										
SG 2.2	2	11	S	S	G	R	3.306	i	i																										
SG 2.2	2	12	S	S	G	R	NA	i	i																										
SG 2.2	2	13	S	S	G	R	NA	i	i																										
SG 2.2	2	14	S	S	G	R	7.731	i	i																										
SG 2.2	2	15	S	S	G	R	NA	i	i																										
SG 2.2	2	16	S	S	G	R	16.333	i	i																										
SG 2.2	2	17	S	S	G	R	NA	i	i																										
SG 2.2	2	18	S	S	G	R	17.711	i	i																										
SG 2.2	2	19	S	S	G	R	NA	i	i																										
SG 2.2	2	20	S	S	G	R	NA	i	i																										
SG 2.2	2	21	S	S	G	R	61.345	i	i																										
SG 2.2	2	22	S	S	G	R	NA	i	i																										
SG 2.2	2	23	S	S	G	R	80.5 	i	i																										
SG 2.2	2	24	S	S	G	R	NA	i	i																										
SG 2.2	2	25	S	S	G	R	NA	i	i																										
SG 2.2	2	26	S	S	G	R	168.045	5	i5																										
SG 2.2	2	27	S	S	G	R	NA	5	as																										
SG 2.2	2	28	S	S	G	R	278.43	5	as																										
SG 2.2	2	29	S	S	G	R	not	5	as																										
SG 2.2	2	30	S	S	G	R	349.315	5	as																										
SG 2.2	2	31	S	S	G	R	NA	5	as																										
SG 2.2	2	32	S	S	G	R	NA	5	as																										
SG 2.2	2	P	S	S	G	R	245.843	P	P																										
SG 2.3	2	1	S	S	G	R	0.227	i	i																										
SG 2.3	2	2	S	S	G	R	0.461	i	i																										
SG 2.3	2	3	S	S	G	R	0.533	i	i																										
SG 2.3	2	4	S	S	G	R	NA	i	i																										
SG 2.3	2	5	S	S	G	R	0.501	i	i																										
SG 2.3	2	6	S	S	G	R	0.814	i	i																										
SG 2.3	2	7	S	S	G	R	1.069	i	i																										
SG 2.3	2	8	S	S	G	R	1.205	i	i																										
SG 2.3	2	9	S	S	G	R	1.18	i	i																										
SG 2.3	2	10	S	S	G	R	1.786	i	i																										
SG 2.3	2	11	S	S	G	R	2.451	i	i																										
SG 2.3	2	12	S	S	G	R	NA	i	i																										
SG 2.3	2	13	S	S	G	R	NA	i	i																										
SG 2.3	2	14	S	S	G	R	5.151	i	i																										
SG 2.3	2	15	S	S	G	R	NA	i	i																										
SG 2.3	2	16	S	S	G	R	17.822	i	i																										
SG 2.3	2	17	S	S	G	R	NA	i	i																										
SG 2.3	2	18	S	S	G	R	21.527	i	i																										
SG 2.3	2	19	S	S	G	R	NA	i	i																										
SG 2.3	2	20	S	S	G	R	NA	i	i																										
SG 2.3	2	21	S	S	G	R	77.82	i	i																										
SG 2.3	2	22	S	S	G	R	NA	i	i																										
SG 2.3	2	23	S	S	G	R	99.45	i	i																										
SG 2.3	2	24	S	S	G	R	NA	i	i																										
SG 2.3	2	25	S	S	G	R	NA	5	i5																										
SG 2.3	2	26	S	S	G	R	145.272 	5	as																										
SG 2.3	2	27	S	S	G	R	NA	5	as																										
SG 2.3	2	28	S	S	G	R	332.761	5	as																										
SG 2.3	2	29	S	S	G	R	not	5	as																										
SG 2.3	2	30	S	S	G	R	383.427	5	as																										
SG 2.3	2	31	S	S	G	R	NA	5	as																										
SG 2.3	2	32	S	S	G	R	NA	5	as																										
SG 2.3	2	P	S	S	G	R	300.483 (dropped it)	P	P																										
SG 3.1	3	1	S	S	G	R	0.299	i	i																										
SG 3.1	3	2	S	S	G	R	0.376	i	i																										
SG 3.1	3	3	S	S	G	R	0.514	i	i																										
SG 3.1	3	4	S	S	G	R	0.719	i	i																										
SG 3.1	3	5	S	S	G	R	0.814	i	i																										
SG 3.1	3	6	S	S	G	R	0.892	i	i																										
SG 3.1	3	7	S	S	G	R	0.847	i	i																										
SG 3.1	3	8	S	S	G	R	NA	i	i																										
SG 3.1	3	9	S	S	G	R	NA	i	i																										
SG 3.1	3	10	S	S	G	R	1.582	i	i																										
SG 3.1	3	11	S	S	G	R	NA	i	i																										
SG 3.1	3	12	S	S	G	R	3.864	i	i																										
SG 3.1	3	13	S	S	G	R	NA	i	i																										
SG 3.1	3	14	S	S	G	R	4.807	i	i																										
SG 3.1	3	15	S	S	G	R	NA	i	i																										
SG 3.1	3	16	S	S	G	R	NA	i	i																										
SG 3.1	3	17	S	S	G	R	13.718	i	i																										
SG 3.1	3	18	S	S	G	R	NA	i	i																										
SG 3.1	3	19	S	S	G	R	NA	i	i																										
SG 3.1	3	20	S	S	G	R	NA	i	i																										
SG 3.1	3	21	S	S	G	R	NA	i	i																										
SG 3.1	3	22	S	S	G	R	43.418	i	i																										
SG 3.1	3	23	S	S	G	R	not	i	i																										
SG 3.1	3	24	S	S	G	R	NA	i	i																										
SG 3.1	3	25	S	S	G	R	102.132 (molting)	i	i																										
SG 3.1	3	26	S	S	G	R	NA	i	i																										
SG 3.1	3	27	S	S	G	R	141.095	5	i5																										
SG 3.1	3	28	S	S	G	R	208.887	5	as																										
SG 3.1	3	29	S	S	G	R	NA	5	as																										
SG 3.1	3	30	S	S	G	R	NA	5	as																										
SG 3.1	3	31	S	S	G	R	378.202	5	as																										
SG 3.1	3	32	S	S	G	R	NA	5	as																										
SG 3.1	3	33	S	S	G	R	NA	5	as																										
SG 3.1	3	P	S	S	G	R	306.943	P	P																										
SG 3.2	3	1	S	S	G	R	0.234	i	i																										
SG 3.2	3	2	S	S	G	R	0.282	i	i																										
SG 3.2	3	3	S	S	G	R	0.51	i	i																										
SG 3.2	3	4	S	S	G	R	0.599	i	i																										
SG 3.2	3	5	S	S	G	R	0.805	i	i																										
SG 3.2	3	6	S	S	G	R	1.151	i	i																										
SG 3.2	3	7	S	S	G	R	NA	i	i																										
SG 3.2	3	8	S	S	G	R	NA	i	i																										
SG 3.2	3	9	S	S	G	R	2.277	i	i																										
SG 3.2	3	10	S	S	G	R	NA	i	i																										
SG 3.2	3	11	S	S	G	R	5.472	i	i																										
SG 3.2	3	12	S	S	G	R	NA	i	i																										
SG 3.2	3	13	S	S	G	R	6.301	i	i																										
SG 3.2	3	14	S	S	G	R	NA	i	i																										
SG 3.2	3	15	S	S	G	R	NA	i	i																										
SG 3.2	3	16	S	S	G	R	26.577	i	i																										
SG 3.2	3	17	S	S	G	R	NA	i	i																										
SG 3.2	3	18	S	S	G	R	30.25	i	i																										
SG 3.2	3	19	S	S	G	R	NA	i	i																										
SG 3.2	3	20	S	S	G	R	NA	i	i																										
SG 3.2	3	21	S	S	G	R	99.507 	i	i																										
SG 3.2	3	22	S	S	G	R		i	i																										
SG 3.2	3	23	S	S	G	R	not	i	i																										
SG 3.2	3	24	S	S	G	R	112.837	5	i5																										
SG 3.2	3	25	S	S	G	R	162.567	5	as																										
SG 3.2	3	26	S	S	G	R	NA	5	as																										
SG 3.2	3	27	S	S	G	R	NA	5	as																										
SG 3.2	3	28	S	S	G	R	320.087	5	as																										
SG 3.2	3	29	S	S	G	R	NA	5	as																										
SG 3.2	3	30	S	S	G	R	NA	5	as																										
SG 3.2	3	31	S	S	G	R	367.84	5	as																										
SG 3.2	3	P	S	S	G	R	293.939	P	P																										
SG 4.2	4	1	S	S	G	R	0.261	i	i																										
SG 4.2	4	2	S	S	G	R	NA	i	i																										
SG 4.2	4	3	S	S	G	R	NA	i	i																										
SG 4.2	4	4	S	S	G	R	1.173	i	i																										
SG 4.2	4	5	S	S	G	R	NA	i	i																										
SG 4.2	4	6	S	S	G	R	1.746	i	i																										
SG 4.2	4	7	S	S	G	R	NA	i	i																										
SG 4.2	4	8	S	S	G	R	3.061	i	i																										
SG 4.2	4	9	S	S	G	R	NA	i	i																										
SG 4.2	4	10	S	S	G	R	NA	i	i																										
SG 4.2	4	11	S	S	G	R	7.526	i	i																										
SG 4.2	4	12	S	S	G	R	NA	i	i																										
SG 4.2	4	13	S	S	G	R	NA	i	i																										
SG 4.2	4	14	S	S	G	R	NA	i	i																										
SG 4.2	4	15	S	S	G	R	NA	i	i																										
SG 4.2	4	16	S	S	G	R	35.871	i	i																										
SG 4.2	4	17	S	S	G	R	not	i	i																										
SG 4.2	4	18	S	S	G	R	not	i	i																										
SG 4.2	4	19	S	S	G	R	125.291 	i	i																										
SG 4.2	4	20	S	S	G	R	132.373	5	i5																										
SG 4.2	4	21	S	S	G	R	179.991 	5	as																										
SG 4.2	4	22	S	S	G	R	NA	5	as																										
SG 4.2	4	23	S	S	G	R	NA	5	as																										
SG 4.2	4	24	S	S	G	R	386.624	5	as																										
SG 4.2	4	25	S	S	G	R	NA	5	as																										
SG 4.2	4	26	S	S	G	R	NA	5	as																										
SG 4.2	4	P	S	S	G	R	300.428	P	P																										
SG 5.2	5	1	S	S	G	R	0.261	i	i																										
SG 5.2	5	2	S	S	G	R	NA	i	i																										
SG 5.2	5	3	S	S	G	R	NA	i	i																										
SG 5.2	5	4	S	S	G	R	1.173	i	i																										
SG 5.2	5	5	S	S	G	R	NA	i	i																										
SG 5.2	5	6	S	S	G	R	1.746	i	i																										
SG 5.2	5	7	S	S	G	R	NA	i	i																										
SG 5.2	5	8	S	S	G	R	3.061	i	i																										
SG 5.2	5	9	S	S	G	R	NA	i	i																										
SG 5.2	5	10	S	S	G	R	NA	i	i																										
SG 5.2	5	11	S	S	G	R	7.526	i	i																										
SG 5.2	5	12	S	S	G	R	NA	i	i																										
SG 5.2	5	13	S	S	G	R	NA	i	i																										
SG 5.2	5	14	S	S	G	R	NA	i	i																										
SG 5.2	5	15	S	S	G	R	NA	i	i																										
SG 5.2	5	16	S	S	G	R	35.871	i	i																										
SG 5.2	5	17	S	S	G	R	not	i	i																										
SG 5.2	5	18	S	S	G	R	not	i	i																										
SG 5.2	5	19	S	S	G	R	125.291 	i	i																										
SG 5.2	5	20	S	S	G	R	132.373	5	i5																										
SG 5.2	5	21	S	S	G	R	179.991 	5	as																										
SG 5.2	5	22	S	S	G	R	NA	5	as																										
SG 5.2	5	23	S	S	G	R	NA	5	as																										
SG 5.2	5	24	S	S	G	R	386.624	5	as																										
SG 5.2	5	25	S	S	G	R	NA	5	as																										
SG 5.2	5	26	S	S	G	R	NA	5	as																										
SG 5.2	5	P	S	S	G	R	314.064	P	P																										
SN 1.1	1	1	S	S	N	U	0.214	i	i																										
SN 1.1	1	2	S	S	N	U	0.274	i	i																										
SN 1.1	1	3	S	S	N	U	0.476	i	i																										
SN 1.1	1	4	S	S	N	U	0.592	i	i																										
SN 1.1	1	5	S	S	N	U	0.892	i	i																										
SN 1.1	1	6	S	S	N	U	NA	i	i																										
SN 1.1	1	7	S	S	N	U	0.825	i	i																										
SN 1.1	1	8	S	S	N	U	0.835	i	i																										
SN 1.1	1	9	S	S	N	U	1.519	i	i																										
SN 1.1	1	10	S	S	N	U	2.434	i	i																										
SN 1.1	1	11	S	S	N	U	3.25	i	i																										
SN 1.1	1	12	S	S	N	U	3.83	i	i																										
SN 1.1	1	13	S	S	N	U	3.657	i	i																										
SN 1.1	1	14	S	S	N	U	NA	i	i																										
SN 1.1	1	15	S	S	N	U	NA	i	i																										
SN 1.1	1	16	S	S	N	U	16.811	i	i																										
SN 1.1	1	17	S	S	N	U	NA	i	i																										
SN 1.1	1	18	S	S	N	U	18.887	i	i																										
SN 1.1	1	19	S	S	N	U	NA	i	i																										
SN 1.1	1	20	S	S	N	U	43.562	i	i																										
SN 1.1	1	21	S	S	N	U	NA	i	i																										
SN 1.1	1	22	S	S	N	U	86.289 	i	i																										
SN 1.1	1	23	S	S	N	U	84.448	5	i5																										
SN 1.1	1	24	S	S	N	U	NA	5	as																										
SN 1.1	1	25	S	S	N	U	180	5	as																										
SN 1.1	1	26	S	S	N	U	NA	5	as																										
SN 1.1	1	27	S	S	N	U	NA	5	as																										
SN 1.1	1	28	S	S	N	U	389.001	5	as																										
SN 1.1	1	29	S	S	N	U	not	5	as																										
SN 1.1	1	P	S	S	N	U	305	P	P																										
SN 1.2	1	1	S	S	N	U	0.180	i	i																										
SN 1.2	1	2	S	S	N	U	0.251	i	i																										
SN 1.2	1	3	S	S	N	U	NA	i	i																										
SN 1.2	1	4	S	S	N	U	0.239	i	i																										
SN 1.2	1	5	S	S	N	U	0.342	i	i																										
SN 1.2	1	6	S	S	N	U	0.502	i	i																										
SN 1.2	1	7	S	S	N	U	1.114	i	i																										
SN 1.2	1	8	S	S	N	U	0.813	i	i																										
SN 1.2	1	9	S	S	N	U	1.172	i	i																										
SN 1.2	1	10	S	S	N	U	1.091	i	i																										
SN 1.2	1	11	S	S	N	U	NA	i	i																										
SN 1.2	1	12	S	S	N	U	NA	i	i																										
SN 1.2	1	13	S	S	N	U	5.261	i	i																										
SN 1.2	1	14	S	S	N	U	NA	i	i																										
SN 1.2	1	15	S	S	N	U	7.823	i	i																										
SN 1.2	1	16	S	S	N	U	NA	i	i																										
SN 1.2	1	17	S	S	N	U	20.406	i	i																										
SN 1.2	1	18	S	S	N	U	NA	i	i																										
SN 1.2	1	19	S	S	N	U	NA	i	i																										
SN 1.2	1	20	S	S	N	U	38.141	i	i																										
SN 1.2	1	21	S	S	N	U	NA	i	i																										
SN 1.2	1	22	S	S	N	U	89.091	i	i																										
SN 1.2	1	23	S	S	N	U	NA	i	i																										
SN 1.2	1	24	S	S	N	U	NA	i	i																										
SN 1.2	1	25	S	S	N	U	90.761	5	i5																										
SN 1.2	1	26	S	S	N	U	NA	5	as																										
SN 1.2	1	27	S	S	N	U	NA	5	as																										
SN 1.2	1	28	S	S	N	U	299.378	5	as																										
SN 1.2	1	29	S	S	N	U	not	5	as																										
SN 1.2	1	30	S	S	N	U	not	5	as																										
SN 1.2	1	P	S	S	N	U	258.01	P	P																										
SN 2.4	2	1	S	S	N	U	0.185	i	i																										
SN 2.4	2	2	S	S	N	U	0.198	i	i																										
SN 2.4	2	3	S	S	N	U	0.25	i	i																										
SN 2.4	2	4	S	S	N	U	NA	i	i																										
SN 2.4	2	5	S	S	N	U	1.806	i	i																										
SN 2.4	2	6	S	S	N	U	0.784	i	i																										
SN 2.4	2	7	S	S	N	U	NA	i	i																										
SN 2.4	2	8	S	S	N	U	1.536	i	i																										
SN 2.4	2	9	S	S	N	U	NA	i	i																										
SN 2.4	2	10	S	S	N	U	2.638	i	i																										
SN 2.4	2	11	S	S	N	U	NA	i	i																										
SN 2.4	2	12	S	S	N	U	NA	i	i																										
SN 2.4	2	13	S	S	N	U	5.559	i	i																										
SN 2.4	2	14	S	S	N	U	NA	i	i																										
SN 2.4	2	15	S	S	N	U	NA	i	i																										
SN 2.4	2	16	S	S	N	U	NA	i	i																										
SN 2.4	2	17	S	S	N	U	NA	i	i																										
SN 2.4	2	18	S	S	N	U	30.797	i	i																										
SN 2.4	2	19	S	S	N	U	NA	i	i																										
SN 2.4	2	20	S	S	N	U	NA	i	i																										
SN 2.4	2	21	S	S	N	U	116.562 	i	i																										
SN 2.4	2	22	S	S	N	U	11.79	5	i5																										
SN 2.4	2	23	S	S	N	U	174.869 	5	as																										
SN 2.4	2	24	S	S	N	U	NA	5	as																										
SN 2.4	2	25	S	S	N	U	NA	5	as																										
SN 2.4	2	26	S	S	N	U	438.758	5	as																										
SN 2.4	2	27	S	S	N	U	NA	5	as																										
SN 2.4	2	28	S	S	N	U	NA	5	as																										
SN 2.4	2	P	S	S	N	U	323.118	P	P																										
SN 3.1	3	1	S	S	N	U	0.264	i	i																										
SN 3.1	3	2	S	S	N	U	0.293	i	i																										
SN 3.1	3	3	S	S	N	U	0.312	i	i																										
SN 3.1	3	4	S	S	N	U	0.385	i	i																										
SN 3.1	3	5	S	S	N	U	0.386	i	i																										
SN 3.1	3	6	S	S	N	U	0.465	i	i																										
SN 3.1	3	7	S	S	N	U	0.583	i	i																										
SN 3.1	3	8	S	S	N	U	NA	i	i																										
SN 3.1	3	9	S	S	N	U	NA	i	i																										
SN 3.1	3	10	S	S	N	U	1.598	i	i																										
SN 3.1	3	11	S	S	N	U	NA	i	i																										
SN 3.1	3	12	S	S	N	U	1.649	i	i																										
SN 3.1	3	13	S	S	N	U	NA	i	i																										
SN 3.1	3	14	S	S	N	U	2.749	i	i																										
SN 3.1	3	15	S	S	N	U	NA	i	i																										
SN 3.1	3	16	S	S	N	U	NA	i	i																										
SN 3.1	3	17	S	S	N	U	6.548	i	i																										
SN 3.1	3	18	S	S	N	U	NA	i	i																										
SN 3.1	3	19	S	S	N	U	NA	i	i																										
SN 3.1	3	20	S	S	N	U	NA	i	i																										
SN 3.1	3	21	S	S	N	U	NA	i	i																										
SN 3.1	3	22	S	S	N	U	26.87	i	i																										
SN 3.1	3	23	S	S	N	U	not	i	i																										
SN 3.1	3	24	S	S	N	U	not	i	i																										
SN 3.1	3	25	S	S	N	U	88.135	i	i																										
SN 3.1	3	26	S	S	N	U	NA	i	i																										
SN 3.1	3	27	S	S	N	U	NA	5	i5																										
SN 3.1	3	28	S	S	N	U	152.46 	5	as																										
SN 3.1	3	29	S	S	N	U	NA	5	as																										
SN 3.1	3	30	S	S	N	U	NA	5	as																										
SN 3.1	3	31	S	S	N	U	376.416	5	as																										
SN 3.1	3	32	S	S	N	U	NA	5	as																										
SN 3.1	3	33	S	S	N	U	NA	5	as																										
SN 3.1	3	P	S	S	N	U	297.869	P	P																										
SN 3.2	3	1	S	S	N	U	0.222	i	i																										
SN 3.2	3	2	S	S	N	U	0.248	i	i																										
SN 3.2	3	3	S	S	N	U	0.299	i	i																										
SN 3.2	3	4	S	S	N	U	0.356	i	i																										
SN 3.2	3	5	S	S	N	U	0.445	i	i																										
SN 3.2	3	6	S	S	N	U	0.756	i	i																										
SN 3.2	3	7	S	S	N	U	NA	i	i																										
SN 3.2	3	8	S	S	N	U	NA	i	i																										
SN 3.2	3	9	S	S	N	U	1.778	i	i																										
SN 3.2	3	10	S	S	N	U	NA	i	i																										
SN 3.2	3	11	S	S	N	U	4.585	i	i																										
SN 3.2	3	12	S	S	N	U	NA	i	i																										
SN 3.2	3	13	S	S	N	U	6.139	i	i																										
SN 3.2	3	14	S	S	N	U	NA	i	i																										
SN 3.2	3	15	S	S	N	U	NA	i	i																										
SN 3.2	3	16	S	S	N	U	9.225	i	i																										
SN 3.2	3	17	S	S	N	U	NA	i	i																										
SN 3.2	3	18	S	S	N	U	NA	i	i																										
SN 3.2	3	19	S	S	N	U	NA	i	i																										
SN 3.2	3	20	S	S	N	U	NA	i	i																										
SN 3.2	3	21	S	S	N	U	37.234	i	i																										
SN 3.2	3	22	S	S	N	U	not	i	i																										
SN 3.2	3	23	S	S	N	U	not	i	i																										
SN 3.2	3	24	S	S	N	U	110.736	i	i																										
SN 3.2	3	25	S	S	N	U	106.167	5	i5																										
SN 3.2	3	26	S	S	N	U	147.535 	5	as																										
SN 3.2	3	27	S	S	N	U	not	5	as																										
SN 3.2	3	28	S	S	N	U	NA	5	as																										
SN 3.2	3	29	S	S	N	U	380.574	5	as																										
SN 3.2	3	30	S	S	N	U	NA	5	as																										
SN 3.2	3	31	S	S	N	U	NA	5	as																										
SN 3.2	3	P	S	S	N	U	315.694	P	P																										
SN 4.2	4	1	S	S	N	U	0.215	i	i																										
SN 4.2	4	2	S	S	N	U	NA	i	i																										
SN 4.2	4	3	S	S	N	U	NA	i	i																										
SN 4.2	4	4	S	S	N	U	0.724	i	i																										
SN 4.2	4	5	S	S	N	U	NA	i	i																										
SN 4.2	4	6	S	S	N	U	1.27	i	i																										
SN 4.2	4	7	S	S	N	U	NA	i	i																										
SN 4.2	4	8	S	S	N	U	1.557	i	i																										
SN 4.2	4	9	S	S	N	U	NA	i	i																										
SN 4.2	4	10	S	S	N	U	NA	i	i																										
SN 4.2	4	11	S	S	N	U	5.428	i	i																										
SN 4.2	4	12	S	S	N	U	NA	i	i																										
SN 4.2	4	13	S	S	N	U	NA	i	i																										
SN 4.2	4	14	S	S	N	U	NA	i	i																										
SN 4.2	4	15	S	S	N	U	NA	i	i																										
SN 4.2	4	16	S	S	N	U	24.233	i	i																										
SN 4.2	4	17	S	S	N	U	not	i	i																										
SN 4.2	4	18	S	S	N	U	not	i	i																										
SN 4.2	4	19	S	S	N	U	81.335	i	i																										
SN 4.2	4	20	S	S	N	U	molting	i	i																										
SN 4.2	4	21	S	S	N	U	molting	i	i																										
SN 4.2	4	22	S	S	N	U	110.779	5	i5																										
SN 4.2	4	23	S	S	N	U	NA	5	as																										
SN 4.2	4	24	S	S	N	U	NA	5	as																										
SN 4.2	4	25	S	S	N	U	352.708	5	as																										
SN 4.2	4	26	S	S	N	U	NA	5	as																										
SN 4.2	4	27	S	S	N	U	NA	5	as																										
SN 4.2	4	P	S	S	N	U	295.489	P	P																										
SN 5.1	5	1	S	S	N	U	0.257	i	i																										
SN 5.1	5	2	S	S	N	U	NA	i	i																										
SN 5.1	5	3	S	S	N	U	NA	i	i																										
SN 5.1	5	4	S	S	N	U	1.2	i	i																										
SN 5.1	5	5	S	S	N	U	NA	i	i																										
SN 5.1	5	6	S	S	N	U	1.64	i	i																										
SN 5.1	5	7	S	S	N	U	NA	i	i																										
SN 5.1	5	8	S	S	N	U	3.52	i	i																										
SN 5.1	5	9	S	S	N	U	NA	i	i																										
SN 5.1	5	10	S	S	N	U	NA	i	i																										
SN 5.1	5	11	S	S	N	U	6.855	i	i																										
SN 5.1	5	12	S	S	N	U	NA	i	i																										
SN 5.1	5	13	S	S	N	U	NA	i	i																										
SN 5.1	5	14	S	S	N	U	NA	i	i																										
SN 5.1	5	15	S	S	N	U	NA	i	i																										
SN 5.1	5	16	S	S	N	U	23.35	i	i																										
SN 5.1	5	17	S	S	N	U	not	i	i																										
SN 5.1	5	18	S	S	N	U	not	i	i																										
SN 5.1	5	19	S	S	N	U	105.2003 	i	i																										
SN 5.1	5	20	S	S	N	U	101.151	5	i5																										
SN 5.1	5	21	S	S	N	U	150.599 	5	as																										
SN 5.1	5	22	S	S	N	U	NA	5	as																										
SN 5.1	5	23	S	S	N	U	NA	5	as																										
SN 5.1	5	24	S	S	N	U	NA	5	as																										
SN 5.1	5	25	S	S	N	U	471.255	5	as																										
SN 5.1	5	26	S	S	N	U	NA	5	as																										
SN 5.1	5	P	S	S	N	U	303.186	P	P																										
SN 5.2	5	1	S	S	N	U	0.277	i	i																										
SN 5.2	5	2	S	S	N	U	NA	i	i																										
SN 5.2	5	3	S	S	N	U	NA	i	i																										
SN 5.2	5	4	S	S	N	U	0.788	i	i																										
SN 5.2	5	5	S	S	N	U	NA	i	i																										
SN 5.2	5	6	S	S	N	U	NA	i	i																										
SN 5.2	5	7	S	S	N	U	NA	i	i																										
SN 5.2	5	8	S	S	N	U	3.051	i	i																										
SN 5.2	5	9	S	S	N	U	NA	i	i																										
SN 5.2	5	10	S	S	N	U	NA	i	i																										
SN 5.2	5	11	S	S	N	U	5.504	i	i																										
SN 5.2	5	12	S	S	N	U	NA	i	i																										
SN 5.2	5	13	S	S	N	U	NA	i	i																										
SN 5.2	5	14	S	S	N	U	NA	i	i																										
SN 5.2	5	15	S	S	N	U	NA	i	i																										
SN 5.2	5	16	S	S	N	U	18.753	i	i																										
SN 5.2	5	17	S	S	N	U	not	i	i																										
SN 5.2	5	18	S	S	N	U	not	i	i																										
SN 5.2	5	19	S	S	N	U	31.758	i	i																										
SN 5.2	5	20	S	S	N	U	NA	i	i																										
SN 5.2	5	21	S	S	N	U	NA	i	i																										
SN 5.2	5	22	S	S	N	U	NA	i	i																										
SN 5.2	5	23	S	S	N	U	80.17	5	i5																										
SN 5.2	5	24	S	S	N	U	136.701	5	as																										
